menu,day,foodtype,language,location,source,price
"Fried fish tenders with french fries, tartare sauce and sauteed green beans (A, D, C, G)MEAT€ 10,00",5,Meat,english,Library,https://lia.coffee,10.00
Kalbsgulasch mit Butlernockerln,1,M1,german,Finn,https://finn.wien/collections/mittagsmenu,
Kalbsgulasch mit Butlernockerln,2,M1,german,Finn,https://finn.wien/collections/mittagsmenu,
Kalbsgulasch mit Butlernockerln,3,M1,german,Finn,https://finn.wien/collections/mittagsmenu,
Kalbsgulasch mit Butlernockerln,4,M1,german,Finn,https://finn.wien/collections/mittagsmenu,
Kalbsgulasch mit Butlernockerln,5,M1,german,Finn,https://finn.wien/collections/mittagsmenu,
Wlener Suppentopf,1,Soup,german,Finn,https://finn.wien/collections/mittagsmenu,
Bifteki mit würzigem Bulgur mit Tzatziki,1,M2,german,Finn,https://finn.wien/collections/mittagsmenu,
Kärntner Kasnudeln in Nussbutter Veggie,1,M3,german,Finn,https://finn.wien/collections/mittagsmenu,
Fran,2,Soup,german,Finn,https://finn.wien/collections/mittagsmenu,
Hühnerschnitzel mit Erdäpfel-Vogerisalat und Kernöl,2,M2,german,Finn,https://finn.wien/collections/mittagsmenu,
Schwammerlgulasch mit Semmelknödeln und Rahm Veggie,2,M3,german,Finn,https://finn.wien/collections/mittagsmenu,
Mediterrane Gemüsesuppe,3,Soup,german,Finn,https://finn.wien/collections/mittagsmenu,
Reisfleisch mit Paprikasaft,3,M2,german,Finn,https://finn.wien/collections/mittagsmenu,
Tortellini Tricolore in Blauschlmmelkase-,3,M3,german,Finn,https://finn.wien/collections/mittagsmenu,
Kurblscremesuppe,4,Soup,german,Finn,https://finn.wien/collections/mittagsmenu,
Zwiebelrostbraten mit Braterdäpfel und Röstzwiebel,4,M2,german,Finn,https://finn.wien/collections/mittagsmenu,
Brokkoli-käse-laibchen mit Petersilerdäpfeln,4,M3,german,Finn,https://finn.wien/collections/mittagsmenu,
Knoblauchcremesuppe,5,Soup,german,Finn,https://finn.wien/collections/mittagsmenu,
Pasta Frutti Di Mare mit Parmesan,5,M2,german,Finn,https://finn.wien/collections/mittagsmenu,
Couscous Schafskäse Bowl Veggie,5,M3,german,Finn,https://finn.wien/collections/mittagsmenu,
Lachs Bento,1,M5,german,Finn,https://finn.wien/collections/mittagsmenu,
Lachs Bento,2,M5,german,Finn,https://finn.wien/collections/mittagsmenu,
Lachs Bento,3,M5,german,Finn,https://finn.wien/collections/mittagsmenu,
Lachs Bento,4,M5,german,Finn,https://finn.wien/collections/mittagsmenu,
Lachs Bento,5,M5,german,Finn,https://finn.wien/collections/mittagsmenu,
Tempura Garnelen mit Reis und Salat Arn,1,ASIA BOX TO GO,german,Finn,https://finn.wien/collections/mittagsmenu,
Tempura Garnelen mit Reis und Salat Arn,2,ASIA BOX TO GO,german,Finn,https://finn.wien/collections/mittagsmenu,
Tempura Garnelen mit Reis und Salat Arn,3,ASIA BOX TO GO,german,Finn,https://finn.wien/collections/mittagsmenu,
Tempura Garnelen mit Reis und Salat Arn,4,ASIA BOX TO GO,german,Finn,https://finn.wien/collections/mittagsmenu,
Tempura Garnelen mit Reis und Salat Arn,5,ASIA BOX TO GO,german,Finn,https://finn.wien/collections/mittagsmenu,
Veal goulash with butlernock,1,M1,english,Finn,https://finn.wien/collections/mittagsmenu,
Veal goulash with butlernock,2,M1,english,Finn,https://finn.wien/collections/mittagsmenu,
Veal goulash with butlernock,3,M1,english,Finn,https://finn.wien/collections/mittagsmenu,
Veal goulash with butlernock,4,M1,english,Finn,https://finn.wien/collections/mittagsmenu,
Veal goulash with butlernock,5,M1,english,Finn,https://finn.wien/collections/mittagsmenu,
Wlener Suppentopf,1,Soup,english,Finn,https://finn.wien/collections/mittagsmenu,
Bifteki with spicy Bulgur with tzatziki,1,M2,english,Finn,https://finn.wien/collections/mittagsmenu,
Carinthian Kasnudeln in nut butter veggie,1,M3,english,Finn,https://finn.wien/collections/mittagsmenu,
Fran,2,Soup,english,Finn,https://finn.wien/collections/mittagsmenu,
Chicken schnitzel with potato vogerizal salad and core oil,2,M2,english,Finn,https://finn.wien/collections/mittagsmenu,
Mushroom goulash with bread dumplings and cream veggie,2,M3,english,Finn,https://finn.wien/collections/mittagsmenu,
Mediterranean vegetable soup,3,Soup,english,Finn,https://finn.wien/collections/mittagsmenu,
Rice meat with paprika juice,3,M2,english,Finn,https://finn.wien/collections/mittagsmenu,
Tortellini tricolore in blue cheese cheese,3,M3,english,Finn,https://finn.wien/collections/mittagsmenu,
Bracket cream soup,4,Soup,english,Finn,https://finn.wien/collections/mittagsmenu,
Onion roast roast with frantic apples and roasted onions,4,M2,english,Finn,https://finn.wien/collections/mittagsmenu,
Broccoli cheese-loaf,4,M3,english,Finn,https://finn.wien/collections/mittagsmenu,
Garlic cream soup,5,Soup,english,Finn,https://finn.wien/collections/mittagsmenu,
Pasta Frutti di Mare with Parmesan,5,M2,english,Finn,https://finn.wien/collections/mittagsmenu,
Couscous sheep's cheese bowl veggie,5,M3,english,Finn,https://finn.wien/collections/mittagsmenu,
Salmon Bento,1,M5,english,Finn,https://finn.wien/collections/mittagsmenu,
Salmon Bento,2,M5,english,Finn,https://finn.wien/collections/mittagsmenu,
Salmon Bento,3,M5,english,Finn,https://finn.wien/collections/mittagsmenu,
Salmon Bento,4,M5,english,Finn,https://finn.wien/collections/mittagsmenu,
Salmon Bento,5,M5,english,Finn,https://finn.wien/collections/mittagsmenu,
Tempura shrimp with rice and salad arn,1,ASIA BOX TO GO,english,Finn,https://finn.wien/collections/mittagsmenu,
Tempura shrimp with rice and salad arn,2,ASIA BOX TO GO,english,Finn,https://finn.wien/collections/mittagsmenu,
Tempura shrimp with rice and salad arn,3,ASIA BOX TO GO,english,Finn,https://finn.wien/collections/mittagsmenu,
Tempura shrimp with rice and salad arn,4,ASIA BOX TO GO,english,Finn,https://finn.wien/collections/mittagsmenu,
Tempura shrimp with rice and salad arn,5,ASIA BOX TO GO,english,Finn,https://finn.wien/collections/mittagsmenu,
Erdäpfel-Brokkoli-Gratin(ACGLO),1,Vegetarisch,german,Glashaus,https://www.dasglashaus.at/menues,13.90
Tikka Masalamit Basmati Reis (LO),1,Fisch & Fleisch,german,Glashaus,https://www.dasglashaus.at/menues,14.90
Gebackene Champignonsmit Sauce Tartare und Blattsalat (ACGLO),2,Vegetarisch,german,Glashaus,https://www.dasglashaus.at/menues,13.90
Schulterbratenmit Spätzle und Rotkraut (ACLO),2,Fisch & Fleisch,german,Glashaus,https://www.dasglashaus.at/menues,14.90
Schwammerlgulaschmit Serviettenknödel (ACGLO),3,Vegetarisch,german,Glashaus,https://www.dasglashaus.at/menues,13.90
Hühnerschnitzelmit Erdäpfelsalat (ACGMLO),3,Fisch & Fleisch,german,Glashaus,https://www.dasglashaus.at/menues,14.90
Linseneintopfmit geräuchertem Tofu (FLO),4,Vegetarisch,german,Glashaus,https://www.dasglashaus.at/menues,13.90
Hühnergeschnetzeltesmit Basmati Reis (GLO),4,Fisch & Fleisch,german,Glashaus,https://www.dasglashaus.at/menues,14.90
Gnocchiim Basilikum-Spinat-Sauce (AGLO),5,Vegetarisch,german,Glashaus,https://www.dasglashaus.at/menues,13.90
Gebratenes Seelachsfiletmit Petersilienerdäpfeln (DGLO),5,Fisch & Fleisch,german,Glashaus,https://www.dasglashaus.at/menues,14.90
Potal broccoli gratin (aclo),1,Vegetarisch,english,Glashaus,https://www.dasglashaus.at/menues,13.90
Tikka Masala with Basmati Reis (LO),1,Fisch & Fleisch,english,Glashaus,https://www.dasglashaus.at/menues,14.90
Baked mushrooms with sauce tartare and leaf salad (aclo),2,Vegetarisch,english,Glashaus,https://www.dasglashaus.at/menues,13.90
Rützbraat with spaetzle and red cabbage (aclo),2,Fisch & Fleisch,english,Glashaus,https://www.dasglashaus.at/menues,14.90
Mushroom goulash with napkin dumplings (aclo),3,Vegetarisch,english,Glashaus,https://www.dasglashaus.at/menues,13.90
Chicken Schnitzel with a potato salad (acgmlo),3,Fisch & Fleisch,english,Glashaus,https://www.dasglashaus.at/menues,14.90
Lentil stew with smoked tofu (flo),4,Vegetarisch,english,Glashaus,https://www.dasglashaus.at/menues,13.90
Chicken sliced ​​with Basmati Reis (Glo),4,Fisch & Fleisch,english,Glashaus,https://www.dasglashaus.at/menues,14.90
Gnocchi basil-spinach sauce (AGLIO),5,Vegetarisch,english,Glashaus,https://www.dasglashaus.at/menues,13.90
Fried pollachers fillet with parsley apples (DGLO),5,Fisch & Fleisch,english,Glashaus,https://www.dasglashaus.at/menues,14.90
"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",1,,,Das Campus Hot Stuff,https://www.facebook.com/dchotstuff,
"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",2,,,Das Campus Hot Stuff,https://www.facebook.com/dchotstuff,
"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",3,,,Das Campus Hot Stuff,https://www.facebook.com/dchotstuff,
"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",4,,,Das Campus Hot Stuff,https://www.facebook.com/dchotstuff,
"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",5,,,Das Campus Hot Stuff,https://www.facebook.com/dchotstuff,
