foodtype,menu,language,location,day,source,price
Soup Deal,"Vegetable cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Broccoli Karfiolerdäpfelklauf |SCHAUSELAUSDIP A, C, G, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Tex Mex pasta pan |Beef & pig |Beans |Mais A, C, G, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Tex Mex pasta pan |Beef & pig |Beans |Mais A, C, G, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,XXX,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Eierockerl |Chives A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Veggie,Bohnen-Enchiladas: Mexikanischer roter Reis mit Salat,german,Library,1,https://lia.coffee,10.50
Veggie,"Bean Enchiladas: Mexican Red Rice with Salad (AG)VEGGIE€ 10,50",english,Library,1,https://lia.coffee,10.50
Meat,Hühnchen-Enchiladas: Mexikanischer roter Reis mit Salat,german,Library,1,https://lia.coffee,10.50
Meat,"Chicken Enchiladas: Mexican Red Rice with Salad (AG)MEAT€ 10,50",english,Library,1,https://lia.coffee,10.50
Veggie,Kichererbsen-Tomatensauce mit Couscous und gedünstetem Gemüse,german,Library,2,https://lia.coffee,10.50
Veggie,"Chickpea Tomato Sauce with Couscous and Steamed Vegetables  (A)VEGGIE€ 10,50",english,Library,2,https://lia.coffee,10.50
Meat,Fisch-Tomatensauce mit Couscous und gedünstetem Gemüse,german,Library,2,https://lia.coffee,10.50
Meat,"Fish Tomato Sauce with Couscous and Steamed Vegetables (A)MEAT€ 10,50",english,Library,2,https://lia.coffee,10.50
Veggie,Falafel-Couscous-Bowl,german,Library,3,https://lia.coffee,10.50
Veggie,"Falafel Couscous Bowl (AG)VEGGIE€ 10,50",english,Library,3,https://lia.coffee,10.50
Meat,Hühnchen-Couscous-Bowl,german,Library,3,https://lia.coffee,10.50
Meat,"Chicken Couscous Bowl  (AG)MEAT€ 10,50",english,Library,3,https://lia.coffee,10.50
Veggie,Marinara-Veggie-Pattie und Käse-Sandwich mit Kartoffelgratin,german,Library,4,https://lia.coffee,10.50
Veggie,"Marinara-Veggie Pattie and Cheese Sandwich with Potato Gratin (AG)VEGGIE€ 10,50",english,Library,4,https://lia.coffee,10.50
Meat,Marinara-Fleischbällchen-Sandwiches mit Kartoffelgratin,german,Library,4,https://lia.coffee,10.50
Meat,"Marinara-Meatball Sandwiches and Potato Gratin (AG)MEAT€ 10,50",english,Library,4,https://lia.coffee,10.50
Veggie,Kücheninspiration:Das heutige Menü wird vom Koch spontan zusammengestellt,german,Library,5,https://lia.coffee,10.50
Veggie,"Kitchen Inspiration: today´s menu will be crafted spontaneously by the cook of the day.VEGGIE€ 10,50MEAT€ 10,50",english,Library,5,https://lia.coffee,10.50
Soup,Karfiolcremesuppe,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Reisfleisch mit Paprikasauce,german,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
M2,Penne All’arrabbiata mit Parmesan Veggie,german,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
Soup,Karotten-Ingwersuppe,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Pasta Bolognese mit Parmesan,german,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
M2,Chana Dal mit Rosinenreis und Papadam u,german,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
Soup,,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,mit Semmelknödel und warmer Krautsalat,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M2,Schwammerl La mit Semmelknödel,german,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
Soup,,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Naturschnitzel mit Erbsenreis,german,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
M2,mit Petersilerdäpfeln und Rucola,german,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
Soup,,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Fischteller mit Kerbelerdäpfeln und Sauce Tartare,german,Finn,5,https://finn.wien/collections/mittagsmenu,11.5
M2,Backfisch mit Kerbelerdäpfeln und Sauce Tartare,german,Finn,5,https://finn.wien/collections/mittagsmenu,
Soup,Carfiol cream soup,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Rice meat with paprika sauce,english,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
M2,Penne all’arrabbiata with parmesan veggie,english,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
Soup,Carrot ginger soup,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Pasta Bolognese with Parmesan,english,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
M2,Chana Dal with raisin rice and papadam u,english,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
Soup,,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,With bread dumplings and warm herb salad,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M2,Schwammerl La with bread dumplings,english,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
Soup,,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Natural schnitzel with pea rice,english,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
M2,With parsiler blastrops and arugula,english,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
Soup,,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Fish plates with chervel stuck and sauce tartare,english,Finn,5,https://finn.wien/collections/mittagsmenu,11.5
M2,Backfish with chervil sticks and sauce tartare,english,Finn,5,https://finn.wien/collections/mittagsmenu,
Vegetarisch,"Gemüselasagne mit Tomaten, Rucola & Grana(AGLO)Tikka Masala vom Huhn mit Basmati-Reis(LO)",german,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Kokos-Gemüse Curry mit Basmati Reis(LO)Fiakergulasch mit Gebäck(ALO),german,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Spinat-Feta Quiche mit Blattsalat & Joghurtdip(ACGLMO)Hühnerschnitzel mit Erdäpfelsalat(ACGLMO),german,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Gnocchi an Basilikum-Spinat Sauce(AGLO)Hühnerkeule an Weißwein-Pilz Sauce mit Basmati Reis(GLO),german,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Gebackene Champignons mit Blattsalat & Sauce Tartare(ACGLMO)Penne Bolognese mit frischem Grana(ALO),german,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Vegetarisch,"Vegetable sagne with tomatoes, Rucola & Grana (AGLO) Tikka Masala from the chicken with BASMATI rice (LO)",english,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Coconut vegetable curry with basmati rice (lo) fiakergoulash with pastries (alo),english,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Spinat-feta quiche with leaf salad and yoghurt dip (Almo) chicken schnitzel with a potato salad (Aclmo),english,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Gnocchi on basil spinach sauce (AGLO) chicken monkeys on white wine mushroom sauce with basmati rice (glo),english,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Baked mushrooms with leaf salad and sauce tartare (Almo) Penne Bolognese with fresh grana (alo),english,Glashaus,5,https://www.dasglashaus.at/menues,13.90
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,1,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,2,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,3,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,4,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,5,https://www.facebook.com/dchotstuff,
