foodtype,menu,language,location,day,source,price
Meaty,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Vegetable cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Vegetable cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Knoblauchrahm (veggie) a, c, g",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Chicken ""Koy Soy"" |Duftreis A, D, F, G, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Chicken ""Koy Soy"" |Duftreis A, D, F, G, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,XXX,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Chickpea vegetables curry |Bulgur a, f, l",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,XXX,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Veggie,Tofu-Bohnen-Burrito mit Tortilla-Chips und Sauerrahm,german,Library,1,https://lia.coffee,10.50
Veggie,"Tofu-Bean Burrito with Tortilla Chips and Sour Cream (AG)VEGGIE€ 10,50",english,Library,1,https://lia.coffee,10.50
Meat,Hühner-Burrito mit Tortilla-Chips und Sauerrahm,german,Library,1,https://lia.coffee,10.50
Meat,"Chicken Burrito with Tortilla Chips and Sour Cream (AG)MEAT€ 10,50",english,Library,1,https://lia.coffee,10.50
Veggie,Tofu-Paprikasch mit Käsespätzle und grünen Bohnen,german,Library,2,https://lia.coffee,10.50
Veggie,"Tofu Paprikash with Cheese Spätzle and Green Beans (AG)VEGGIE€ 10,50",english,Library,2,https://lia.coffee,10.50
Meat,Hühner-Paprikasch mit Käsespätzle und grünen Bohnen,german,Library,2,https://lia.coffee,10.50
Meat,"Chicken Paprikash with Cheese Spätzle and Green Beans (AG)MEAT€ 10,50",english,Library,2,https://lia.coffee,10.50
Veggie,"Tofu Bibimbap: Reis, gedünstetes Gemüse, Spiegelei und würzige Sojabohnensauce",german,Library,3,https://lia.coffee,10.50
Veggie,"Tofu Bibimbap: Rice, Steamed Veggies, Fried Egg and Spicy Soybean Sauce (ACDFN)VEGGIE€ 10,50",english,Library,3,https://lia.coffee,10.50
Veggie,"Rindfleisch Bibimbap: Reis, gedünstetes Gemüse, Spiegelei und würzige Sojabohnensauce",german,Library,3,https://lia.coffee,10.50
Veggie,"Beef Bibimbap: Rice, Steamed Veggies, Fried Egg and Spicy Soybean Sauce (ACDFN)MEAT€ 10,50",english,Library,3,https://lia.coffee,10.50
Veggie,Schupfnudeln mit Spinat-Mozzarella-Sauce,german,Library,4,https://lia.coffee,10.50
Veggie,"Spinach Mozzarella Schupfnudeln: Potato Dumplings with Spinach-Mozzarella Sauce (AG)VEGGIE€ 10,50",english,Library,4,https://lia.coffee,10.50
Meat,Lammgulasch mit Schupfnudeln,german,Library,4,https://lia.coffee,10.50
Meat,"Sheep Goulash with Schupfnudeln (AG)MEAT€ 10,50",english,Library,4,https://lia.coffee,10.50
Veggie,Kücheninspiration:Das heutige Menü wird vom Koch spontan zusammengestellt,german,Library,5,https://lia.coffee,10.50
Veggie,"Kitchen Inspiration: today´s menu will be crafted spontaneously by the cook of the day.VEGGIE€ 10,50MEAT€ 10,50",english,Library,5,https://lia.coffee,10.50
Soup,Brokkolicremesuppe,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Faschierte Laibchen mit und Zwiebelsafterl,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,Veggie,german,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
Soup,Knoblauchcremesuppem,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Backhendlsalat mit Kernöl,german,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
M2,Baba Ghanoush mit Grillgemüse und Pitabrot,german,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
Soup,,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,mit Spätzle und Rahm,german,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
M2,mit Röstzwiebeln Veggie,german,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
Soup,Kurb,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Rindsgulasch mit Knödel,german,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
M2,Petersilerdäpfeln,german,Finn,4,https://finn.wien/collections/mittagsmenu,
Soup,Gemusecremesuppe,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Gebackener Alaska-seelachs mit Erdäpfel-Mayo-Salat,german,Finn,5,https://finn.wien/collections/mittagsmenu,11.5
M2,Kasnudeln mit brauner Minz-Butter,german,Finn,5,https://finn.wien/collections/mittagsmenu,10.5
Soup,Broccolic remice,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Fascaled loafs with and onion juice,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,Veggie,english,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
Soup,Garlic cream soup,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Baking lettuce with nuclear oil,english,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
M2,Baba Ghanoush with grilled vegetables and pita bread,english,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
Soup,,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,With spaetzle and cream,english,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
M2,With roasted onions veggie,english,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
Soup,Cure,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Cattle with dumplings,english,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
M2,Parsiler blends,english,Finn,4,https://finn.wien/collections/mittagsmenu,
Soup,Gem,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Baked Alaska Sea axle with potato-Mayo salad,english,Finn,5,https://finn.wien/collections/mittagsmenu,11.5
M2,Kasnudeln with brown mint butter,english,Finn,5,https://finn.wien/collections/mittagsmenu,10.5
Vegetarisch,Gemüsecurrymit Basmati Reis(LO),german,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Paprikahendlmit Nockerl(AGLO),german,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gnocchimit Brokkoli und Pesto Rosso (AGLO),german,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Stroganoff vom Schweinmit Reis (GMLO),german,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Melanzani Puttanescamit Tomatenreis und Feta (LO)Putenschnitzelmit Erdäpfelsalat (ACGMLO),german,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Linseneintopfmit Serviettenknödel (ACGLO)Schweinsmedaillonsim Speckmantel mit Wedges und Pfeffersauce (GLO),german,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Spinatspätzlean Rahmsauce (AC)Lachs Tagliatelle(ADGLO),german,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Vegetable currymit basmati rice (lo),english,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Paprikaendl with Nockerl (Aglo),english,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gnocchi with broccoli and pesto rosso (Aglo),english,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Stroganoff from the pig rice (gmlo),english,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Melanzani Puttanescamit Tomaten Rice and Feta (LO) turkey schnitzel with a potato salad (acgmlo),english,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Lentil stew with napkin dumplings (aclo) porch medalonine bacon coat with wedges and pepper sauce (glo),english,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Spinatspätzlean Rahmsauce (AC) Salmon Tagliatelle (Adglo),english,Glashaus,5,https://www.dasglashaus.at/menues,13.90
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,1,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,2,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,3,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,4,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,5,https://www.facebook.com/dchotstuff,
