foodtype,menu,language,location,day,source,price
Bowls & Co,,german,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Puten Gyros Pita | Tsatsiki | Tomaten,Gurken,Zwiebel,K raut | Wedges A,G,L",german,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Selleriecremesuppe A,L",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Selleriecremesuppe A,L",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Kichererbsen-Gemüse Curry | Bulgur (vegan) A,L",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Penne | Carbonara (Schwein) | Parmesan A,G,L",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"Penne | Carbonara (Schwein) | Parmesan A,G,L",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Chili Beef Burrito | Bohnenreis | Cheddar Cheese Sauce | Dips | Tortilla Chips A,F,G,L,M",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Klare Gemüsesuppe | Einlage A,C,G,L",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Klare Gemüsesuppe | Einlage A,C,G,L",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Serviettenknödel A,C,G,L",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Gebackenes Hühnerschnitzel | Petersilkartoffel A,C,G",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"Gebackenes Hühnerschnitzel | Petersilkartoffel A,C,G",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Bao Buns Pulled Pork oder Planted Pulled BBQ A,F,G",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Paprikacremesuppe A,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Paprikacremesuppe A,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Rotes Linsen Dal | Süsskartoffel | Duftreis,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Chili Con Carne vom Rind | Gebäck A,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Chili Con Carne vom Rind | Gebäck A,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Mensa Burger | Pommes Beef oder Planted 'Crispy Chicken style' A,G",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Klare Gemüsesuppe | Einlage A,C,G,L",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Klare Gemüsesuppe | Einlage A,C,G,L",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"A,F,H,M,O",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Gebackener Seelachs | Petersil-Erdäpfel | Sc. Tartare A,C,D,G,M",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Gebackener Seelachs | Petersil-Erdäpfel | Sc. Tartare A,C,D,G,M",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,Food Waste Day Schweinsgulasch | Knödel,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,According to the daylike,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Spinat lasagne |Light garlic cream sauce A, C, G, L",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Potal sausage goulash |Proximity (pig) a, m",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,"Potal sausage goulash |Proximity (pig) a, m",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Turkey gyros pita |Tsatsiki |Tomatoes, cucumbers, onion, K Raut |Wedges A, G, L",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Celery cream soup a, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Celery cream soup a, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Chickpea vegetables curry |Bulgur (vegan) a, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Penne |Carbonara (pig) |Parmesan A, G, L",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"Penne |Carbonara (pig) |Parmesan A, G, L",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Chili Beef Burrito |Bean rice |Cheddar cheese sauce |Dips |Tortilla chips a, f, g, l, m",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Napkin dumplings A, C, G, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Bao Buns Pulled Pork or Planted Pulled BBQ A, F, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Paprikecremes soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Paprikecremes soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Red lentils dal |Sweet potato |Fragrance,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Chili con carne from beef |Proitioners A, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Chili con carne from beef |Proitioners A, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Cafeteria burger |French fries beef or planted 'crispy chicken style' a, g",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"A, f, h, m, o",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,Food waste day pork goulash |Dumpling,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Veggie,"Mit Kräutern und Ziegenkäse gefüllte Portabella:Kartoffelgratin, gedämpfter Brokkoli und Rotkohl-Sauerkraut",german,Library,1,https://lia.coffee,10.50
Veggie,"Herb-Goat Cheese-Stuffed Portabella: Potato Gratin, Steamed Broccoli, and Red Cabbage-Sauerkraut (AG)VEGGIE€ 10,50",english,Library,1,https://lia.coffee,10.50
Meat,"Gebratene Schweineschulter:Kartoffelgratin, gedämpfter Brokkoli und Rotkohl-Sauerkraut",german,Library,1,https://lia.coffee,10.50
Meat,"Roasted Pork Shoulder: Potato Gratin, Steamed Broccoli, and Red Cabbage-Sauerkraut (AG)MEAT€ 10,50",english,Library,1,https://lia.coffee,10.50
Veggie,"Tofu-Grün-Thai-Curry:Gedämpftes Gemüse, Basmatireis und Naan-Brot",german,Library,2,https://lia.coffee,10.50
Veggie,"Tofu-Green-Thai Curry: Steamed Vegetable, Basmati Rice, and Naan Bread (AF)VEGGIE€ 10,50",english,Library,2,https://lia.coffee,10.50
Meat,"Hähnchen-Grün-Thai-Curry:Gedämpftes Gemüse, Basmatireis und Naan-Brot",german,Library,2,https://lia.coffee,10.50
Meat,"Chicken Green Thai Curry: steamed vegetable, Basmati rice, and Naan bread (A)MEAT€ 10,50",english,Library,2,https://lia.coffee,10.50
Veggie,"Gebratenes Gemüse:Vegane Hähnchenstreifen, Cashewnüsse, gemischtes Gemüse und gedämpfter Jasminreis",german,Library,3,https://lia.coffee,10.50
Veggie,"Vegetable Stir Fry: Vegan-Chicken Strips, Cashew Nuts, mixed Vegetables, and Steamed Jasmin Rice (H)VEGGIE€ 10,50",english,Library,3,https://lia.coffee,10.50
Meat,Gebratenes Rindfleisch mit Brokkoli:Gedämpfter Jasminreis,german,Library,3,https://lia.coffee,10.50
Meat,"Beef and Broccoli Stir Fry: Steamed Jasmin Rice (AFN)MEAT€ 10,50",english,Library,3,https://lia.coffee,10.50
Veggie,"Bohnen-Enchiladas:Gebackene Bohnen-Käse-Burritos, mexikanischer Reis, Bohnenmischung, Salsa und Guacamole, Salat und Sauerrahm",german,Library,4,https://lia.coffee,10.50
Veggie,"Bean Enchiladas: Baked Bean and Cheese Burritos, Mexican Rice, Bean Mix, Salsa and Guacamole, lettuce, and Sour (AG)VEGGIE€ 10,50",english,Library,4,https://lia.coffee,10.50
Meat,"Pulled Chicken Enchiladas:Gebackene Bohnen-Käse-Burritos, mexikanischer Reis, Bohnenmischung, Salsa, Guacamole, Salat und Sauerrahm mit Koriander",german,Library,4,https://lia.coffee,10.50
Meat,"Pulled Chicken Enchiladas: Baked Bean and Cheese Burritos, Mexican Rice, Bean Mix, Salsa and Guacamole, lettuce, and Sour Cream with Coriander (AG)MEAT€ 10,50",english,Library,4,https://lia.coffee,10.50
Veggie,Kücheninspiration: Das heutige Menü wird spontan vom Koch zusammengestellt,german,Library,5,https://lia.coffee,10.50
Veggie,"Kitchen Inspiration: today´s menu will be crafted spontaneously by the cook of the day.VEGGIE€ 10,50MEAT€ 10,50",english,Library,5,https://lia.coffee,10.50
Soup,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
Soup,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
Vegetarisch,Bärlauchnockerlmit Schmelzkäse und Röstzwiebeln (ACGLO),german,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Fiakergulaschmit Semmel(ALO),german,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Veggi Lasagnemit Tomatensauce(AGLO),german,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Krautroulademit Sauerrahm und Salzerdäpfeln(GLO),german,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Pasta alla Norma(AG),german,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Schnitzel vom Schwein mit Petersilienerdäpfeln(ACG),german,Glashaus,3,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Sellerie Piccatamit Tomatenspaghetti(ACGLO),german,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Gefüllte Paprikamit Tomatensauce und Reis(GLO),german,Glashaus,4,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Cannellonimit Spinat-Ricotta-Füllung (ACGLO),german,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Hühnercurrymit Basmati Reis und Fisolen(LO),german,Glashaus,5,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Bärlauchnockerlmit melting cheese and roasted onions (aclo),english,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Fiakgoulash with Semmel (alo),english,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Vegi Lasagne with tomato sauce (AGLO),english,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Krautroulades with sour cream and salted crops (glo),english,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Pasta Alla Norma (AG),english,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Schnitzel from the pig with parsley apples (ACG),english,Glashaus,3,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Celery piccatamit tomato spaghetti (aclo),english,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Filled peppers with tomato sauce and rice (glo),english,Glashaus,4,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Cannellonimit spinach-ricotta filling (Aclo),english,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Chicken Currymit Basmati Rice and Fisols (Lo),english,Glashaus,5,https://www.dasglashaus.at/menues,14.90
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,1,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,2,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,3,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,4,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,5,https://www.facebook.com/dchotstuff,
