foodtype,menu,language,location,day,source,price
Tagesuppe,Kartoffelcremesuppe,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"A,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"A,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Gebackene Spargeltascherl | Petersilerdäpfel | Kräuterdip,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"A,C,G,O",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,Schweinsgulasch | Spiralen| Sauerrahm,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"A,C,G,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"A,C,G,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G)",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Ravioli mit Spargelfülle (A,C,G)",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis,german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Mensa Burger | Pommes Beef A,C,G oder Planted 'Crispy Chicken style' A(cid:9)(cid:9)(cid:9)",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,Klare Gemüsesuppe | Spargelschöberl,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"A,C,G,L",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"A,C,G,L",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Griechisches Ofengemüse | Kräuterreis | Tzatziki,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"G,L",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,Gebackener Seelachs | Petersil-Erdäpfel | Sc. Tartare,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"A,C,D,G,M",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"A,C,D,G,M",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G)",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Ravioli mit Spargelfülle (A,C,G)",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,Food Waste Day,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,Clear vegetable soup |insert,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g, l",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,According to the daylike,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Gratinated cheese spaetzle |Chives |Roasted onion,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g, l",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Meaty,Chicken,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,"A, g, l",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,"A, g, l",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,"Homemade pasta (a) homemade gnocchi (a, c, g)",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Ravioli with asparagus (A, C, G)",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,Optionally tomato sauce or pesto cattle bolognese surcharge,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Sous video pork fillet |Fried wild garlic- gnocchi |Glaced carrots |Pepper sauce A, C, G, O",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,Asparagus cream soup,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"A, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"A, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Tortilla with vegetable filling |Chilli ice,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"A, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Meaty,Penne |Schinken- cream sauce |Parmesan,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"A, g, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"A, g, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"Homemade pasta (a) homemade gnocchi (a, c, g)",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Ravioli with asparagus (A, C, G)",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,Optionally tomato sauce or pesto cattle bolognese surcharge,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Fried egg noodles with vegetablesTofu or turkey meat |Teriyaki or sweet-sauer sauce a, c, f, l, h, o",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,Clear vegetable soup |insert,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g, l",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"A, c, g, l",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"G, l, o",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Meaty,Baked chicken schnitzel |Parsilic potato,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"Homemade pasta (a) homemade gnocchi (a, c, g)",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Ravioli with asparagus (A, C, G)",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,Optionally tomato sauce or pesto cattle bolognese surcharge,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Bao Buns Pulled Pork or Planted Pulled BBQ A, F, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,Potato cream soup,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"A, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"A, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Baked asparagus pollution |Petersilerdecke |Herbal dip,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g, o",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,Swein goulash |Spirals |sour cream,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Homemade pasta (a) homemade gnocchi (a, c, g)",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Ravioli with asparagus (A, C, G)",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,Optionally tomato sauce or pesto cattle bolognese surcharge,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Cafeteria burger |French fries beef a, c, g or planted 'crispy chicken style' a (cid: 9) (CID: 9) (CID: 9)",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,Clear vegetable soup |Asparagus Schöberl,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"A, c, g, l",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"A, c, g, l",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Greek oven vegetables |Herb rice |Tzatziki,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"G, l",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,Baked salmon |Petersil Erdäpfel |Sc.Tartare,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Homemade pasta (a) homemade gnocchi (a, c, g)",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Ravioli with asparagus (A, C, G)",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,Optionally tomato sauce or pesto cattle bolognese surcharge,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,Food Waste Day,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Veggie,"Bohnen-Käse-Enchiladas, mexikanischer roter Reis, Bohnenmischung, Salat, Salsa, Sauerrahm, Koriander",german,Library,1,https://lia.coffee,10.50
Veggie,"Bean and Cheese Enchiladas, Mexican Red Rice, Bean Mix, Salad, Salsa, Sour Cream, Coriander (AG)VEGGIE€ 10,50",english,Library,1,https://lia.coffee,10.50
Meat,"Hühnchen-Enchiladas, mexikanischer roter Reis, Bohnenmischung, Salat, Salsa, Sauerrahm, Koriander",german,Library,1,https://lia.coffee,10.50
Meat,"Chicken Enchiladas, Mexican Red Rice, Bean Mix, Salad, Salsa, Sour Cream, Coriander (AG)MEAT€ 10,50",english,Library,1,https://lia.coffee,10.50
Veggie,"Thailändisches Kokos-Curry mit Tofu, frischem Gemüse und Basmatireis",german,Library,2,https://lia.coffee,10.50
Veggie,"Thai Coconut Curry with Tofu, Fresh Vegetables and Basmati Rice (F)VEGGIE€ 10,50",english,Library,2,https://lia.coffee,10.50
Meat,Grünes Hühnchen-Curry mit frischem Gemüse und Basmatireis,german,Library,2,https://lia.coffee,10.50
Meat,"Chicken Green Curry, Fresh Vegetables and  Basmati Rice (L)MEAT€ 10,50",english,Library,2,https://lia.coffee,10.50
Veggie,Spinatlasagne mit gemischtem grünen Salat,german,Library,3,https://lia.coffee,10.50
Veggie,"Spinach Lasagna with Mixed Green Salat (AG)VEGGIE€ 10,50",english,Library,3,https://lia.coffee,10.50
Meat,Lasagne Bolognese mit gemischtem grünen Salat,german,Library,3,https://lia.coffee,10.50
Meat,"Lasagna Bolognese with Mixed Green Salat (AG)MEAT€ 10,50",english,Library,3,https://lia.coffee,10.50
Veggie,"Griechische Falafel-Couscous-Bowl mit Tomaten-Gurken-Salat, Tzatziki-Sauce und Salat",german,Library,4,https://lia.coffee,10.50
Veggie,"Falafel-Couscous Greek Bowl with Tomato-Cucumber Salat, Tzatziki Sauce and Lettuce (AG)VEGGIE€ 10,50",english,Library,4,https://lia.coffee,10.50
Meat,"Griechische Rindfleisch-Couscous-Bowl mit Tomaten-Gurken-Salat, Tzatziki-Sauce und Salat",german,Library,4,https://lia.coffee,10.50
Meat,"Beef-Couscous Greek Bowl with Tomato-Cucumber Salat, Tzatziki Sauce and Lettuce (AG)MEAT€ 10,50",english,Library,4,https://lia.coffee,10.50
Veggie,Kücheninspiration:Das heutige Menü wird vom Koch spontan zusammengestellt,german,Library,5,https://lia.coffee,10.50
Veggie,"Kitchen Inspiration: today´s menu will be crafted spontaneously by the cook of the day.VEGGIE€ 10,50MEAT€ 10,50",english,Library,5,https://lia.coffee,10.50
Soup,Karottencremesuppe,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Schweinsbraten mit Semmelknödeln und Krautsalat,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,Tiroler Schlutzkrapfen in Bärlauch-Nussbutter Veggie,german,Finn,1,https://finn.wien/collections/mittagsmenu,
Soup,Gazpacho,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Paprikahendl mit ButternockerIn und Rahm,german,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
M2,Eingemachter Kohlrabi mit Schupfnudeln Veggie,german,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
Soup,Spargelcremesuppe,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,Enchiladas mit feuriger Salsa und Guacamole,german,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
M2,Spargel in Butter-Estragonsauce mit Petersilerdäpfel c,german,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
Soup,mit Parmesan,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Zwiebelrostbraten mit Braterdäpfeln und Röstzwiebeln,german,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
M2,Tortellini Tricolore in Spinat-Roquefort-Sauce,german,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
Soup,Miso,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Garnelen Red Thai Curry mit Jasminreis,german,Finn,5,https://finn.wien/collections/mittagsmenu,11.5
M2,Karfiol-fenchel-eintopf mit Reis,german,Finn,5,https://finn.wien/collections/mittagsmenu,10.5
M3,Garnelen Gyoza Bento,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M3,Garnelen Gyoza Bento,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M3,Garnelen Gyoza Bento,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M3,Garnelen Gyoza Bento,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M3,Garnelen Gyoza Bento,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M4,Lachs Bento,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M4,Lachs Bento,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M4,Lachs Bento,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M4,Lachs Bento,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M4,Lachs Bento,german,Finn,5,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,german,Finn,2,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,german,Finn,3,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,german,Finn,4,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,german,Finn,5,https://finn.wien/collections/mittagsmenu,
Soup,Carrot cream soup,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Roast pork with bread dumplings and coleslaw,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,Tyrolean Schlutzkrapfen in wild garlic nut butter veggie,english,Finn,1,https://finn.wien/collections/mittagsmenu,
Soup,gazpacho,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Paprikaendl with buttern rocker and cream,english,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
M2,Near Kohlrabi with Schupfnudeln Veggie,english,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
Soup,Asparagus cream soup,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,Enchiladas with fiery salsa and guacamole,english,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
M2,Asparagus in butter yield sauce with parsley apples C,english,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
Soup,with Parmesan,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Onion roast roast with frantic apples and roasted onions,english,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
M2,Tortellini tricolore in spinach roquefort sauce,english,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
Soup,Miso,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Shrimp red thai curry with jasmine rice,english,Finn,5,https://finn.wien/collections/mittagsmenu,11.5
M2,Karfiol-Fiebel-stew with rice,english,Finn,5,https://finn.wien/collections/mittagsmenu,10.5
M3,Shrimp gyoza bento,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M3,Shrimp gyoza bento,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M3,Shrimp gyoza bento,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M3,Shrimp gyoza bento,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M3,Shrimp gyoza bento,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M4,Salmon Bento,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M4,Salmon Bento,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M4,Salmon Bento,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M4,Salmon Bento,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M4,Salmon Bento,english,Finn,5,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,english,Finn,2,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,english,Finn,3,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,english,Finn,4,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,,english,Finn,5,https://finn.wien/collections/mittagsmenu,
Vegetarisch,Pasta alla Norma(AGLO),german,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Putengeschnetzeltesmit Basmati Reis(GLO),german,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gemüsestrudelmit Blattsalat und Joghurt-Dip(ACGLO),german,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Paprikahendlmit Butter-Nockerl(ACGLO),german,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gemüsecurrymit Basmati Reis(FLO),german,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Schweinsschnitzelmit Erdäpfel-Mayo-Salat(ACGMLO),german,Glashaus,3,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Spinat-Ricotta-Canelonimit Blattsalat (AGLO),german,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Gebratene Hühnerkeulemit Ofengemüse(FLO),german,Glashaus,4,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Erdäpfelgulaschmit Semmel (FLO),german,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Gegrilles Seelachsfiletmit Senf-Dille-Sauce und Gemüse(GMLO),german,Glashaus,5,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Pasta Alla Norma (Aglo),english,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Turkey sliced ​​with Basmati Reis (GLO),english,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Vegetable strudel with leaf salad and yogurt dip (aclo),english,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Paprikahendlmit butter-nock (aclo),english,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Vegetable currymit basmati rice (flo),english,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Sork schnitzel with potatoes mayo salad (acgmlo),english,Glashaus,3,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Spinat-Ricotta-Canelonimit leaf salad (AGLO),english,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Fried chicken stoves with oven vegetables (flo),english,Glashaus,4,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Potal goulash with bread (flo),english,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Grilled pollar fillet with mustard-dill sauce and vegetables (GMLO),english,Glashaus,5,https://www.dasglashaus.at/menues,14.90
