foodtype,menu,language,location,day,source,price
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Gemüsecremesuppe A,L",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Gemüsecremesuppe A,L",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Orientalische Bulgur- Gemüsepfanne A,E,L",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Käsekrainer | Pommes | Zwiebelsenf A,G,L,M",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"Käsekrainer | Pommes | Zwiebelsenf A,G,L,M",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,"Käsekrainer | Pommes | Zwiebelsenf A,G,L,M",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Klare Gemüsesuppe | Einlage A,C,G,L",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Klare Gemüsesuppe | Einlage A,C,G,L",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Zucchini- Kartoffelgulasch | Wachauer A,L",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Gebackenes Hühnerschnitzel | Petersilkartoffel A,C,G",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"Gebackenes Hühnerschnitzel | Petersilkartoffel A,C,G",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Tomatencremesuppe A,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Tomatencremesuppe A,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Hausgemachter Kaiserschmarrn | Apfelmus oder Zwetschkenröster A,C,G",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Überbackene Schinkenfleckerl (Schwein) mit Kräuterrahm A,C,G,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Überbackene Schinkenfleckerl (Schwein) mit Kräuterrahm A,C,G,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,"Überbackene Schinkenfleckerl (Schwein) mit Kräuterrahm A,C,G,L",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,Karfreitag geschlossen,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,Karfreitag geschlossen,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,According to the daylike,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Macaroni cheese casserole |Tomato sauce A, C, G, L",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Fascated roast (pig) |Potato puree |Juice |RöstWiebel A, C, G, L, M, O",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,"Fascated roast (pig) |Potato puree |Juice |RöstWiebel A, C, G, L, M, O",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Vegetable cream soup a, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Vegetable cream soup a, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Oriental Bulgur Vegetable Pan A, E, L",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Käsekrainer |Fries |Onion mustard a, g, l, m",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"Käsekrainer |Fries |Onion mustard a, g, l, m",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,"Käsekrainer |Fries |Onion mustard a, g, l, m",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Zucchini potato goulash |Wachauer A, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Tomato cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Tomato cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Homemade Kaiserschmarrn |Applei or plum roaster A, C, G",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked ham fains (pig) with herb cream a, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Baked ham fains (pig) with herb cream a, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,"Baked ham fains (pig) with herb cream a, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,Good Friday closed,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,Good Friday closed,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Veggie,"Bohnen-Chili:Reis-Bohnen-Chili-Schüssel, Cheddar-Käse, Sauerrahm, Tomatensalsa und Chips",german,Library,1,https://lia.coffee,10.50
Veggie,"Bean Chili:Rice-Bean Chili Bowl, Cheddar Cheese, Sour Cream, Tomato Salsa, and Chips(AG)VEGGIE€ 10,50",english,Library,1,https://lia.coffee,10.50
Meat,"Rindfleisch-Chili:Rindfleisch-Chili-Reisschüssel, Cheddar-Käse, Sauerrahm, Tomatensalsa und Chips",german,Library,1,https://lia.coffee,10.50
Meat,"Beef Chili:Beef–Chili Rice Bowl, Cheddar Cheese, Sour Cream, Tomato Salsa, and Chips(AG)MEAT€ 10,50",english,Library,1,https://lia.coffee,10.50
Veggie,Tomaten-Kichererbsen-Eintopf auf Polenta:Cremige Polenta mit Blumenkohl-Kichererbsen-Eintopf und einem Joghurt-Gurken-Salat,german,Library,2,https://lia.coffee,10.50
Veggie,"Tomato-Chickpea Stew on Polenta:Creamy Polenta with Cauliflower and Chickpea Stew, and a Yogurt-Cucumber Salad.(AGL)VEGGIE€ 10,50",english,Library,2,https://lia.coffee,10.50
Meat,In Tomaten geschmortes Rinderragout auf cremiger Polenta:mit grünen Bohnen und Joghurt-Gurken-Salat,german,Library,2,https://lia.coffee,10.50
Meat,"Tomato-Braised Beef Ragu on Creamy Polenta:With Green Beans and Yogurt-Cucumber Salad.(AGL)MEAT€ 10,50",english,Library,2,https://lia.coffee,10.50
Veggie,"Frühlings-Buddha-Bowl:Quinoa, gerösteter Kürbis, Rosenkohl, Rotkohl, Kichererbsen und Avocado mit Zitronen-Joghurt-Dressing",german,Library,3,https://lia.coffee,10.50
Veggie,"Spring Buddha Bowl: Quinoa, Roasted Pumpkin, Brussel Spouts, Red Cabbage, Chickpeas, and Avocado with Lemon-Yogurt Dressing(G)VEGGIE€ 10,50",english,Library,3,https://lia.coffee,10.50
Meat,"Frühlings-Buddha-Bowl:Quinoa, gerösteter Kürbis, Rosenkohl, Rotkohl, frittierte Hähnchenstreifen und Avocado mit Zitronen-Joghurt-Dressing",german,Library,3,https://lia.coffee,10.50
Meat,"Spring Buddha Bowl:Quinoa, Roasted Pumpkin, Brussel Sprouts, Red Cabbage, Fried Chicken Strips, and Avocado with Lemon-Yogurt Dressing(G)MEAT€ 10,50",english,Library,3,https://lia.coffee,10.50
Veggie,Spinat-Käse-Curry:serviert mit Basmatireis,german,Library,4,https://lia.coffee,10.50
Veggie,"Spinach and Cheese Curry:served with Basmati Rice(AG)VEGGIE€ 10,50",english,Library,4,https://lia.coffee,10.50
Meat,Chicken Tikka Masala:serviert mit Basmatireis,german,Library,4,https://lia.coffee,10.50
Meat,"Chicken Tikka Masala:served with Basmati Rice(AG)MEAT€ 10,50",english,Library,4,https://lia.coffee,10.50
Veggie,Kücheninspiration: Das heutige Menü wird spontan vom Koch zusammengestellt,german,Library,5,https://lia.coffee,10.50
Veggie,"Kitchen Inspiration: today´s menu will be crafted spontaneously by the cook of the day.VEGGIE€ 10,50MEAT€ 10,50",english,Library,5,https://lia.coffee,10.50
Soup,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
Soup,,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,,german,Finn,4,https://finn.wien/collections/mittagsmenu,
Soup,,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M2,,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M3,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M3,,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M3,,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M3,,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M3,,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M4,,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M4,,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M4,,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M4,,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M4,,german,Finn,5,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,S,german,Finn,1,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,S,german,Finn,2,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,S,german,Finn,3,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,S,german,Finn,4,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,S,german,Finn,5,https://finn.wien/collections/mittagsmenu,5.9
Soup,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
Soup,,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,,english,Finn,4,https://finn.wien/collections/mittagsmenu,
Soup,,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M2,,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M3,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M3,,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M3,,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M3,,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M3,,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M4,,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M4,,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M4,,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M4,,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M4,,english,Finn,5,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,S,english,Finn,1,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,S,english,Finn,2,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,S,english,Finn,3,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,S,english,Finn,4,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,S,english,Finn,5,https://finn.wien/collections/mittagsmenu,5.9
Vegetarisch,Kürbis-Quichemit Feta und Blattsalat (ACGM),german,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Farfalle Bolognesemit Rucola und Grana(AGMLO),german,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gefüllte Zucchinimit Tabouleh(G),german,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,"Faschierte Laibchenmit Erdäpfelstampf, Thymianjus und Röstzwiebel(ACG)",german,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gemüsecurrymit Basmati Reis (LO),german,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Putenschnitzelmit Erdäpfelsalat und Preiselbeeren(ACGM),german,Glashaus,3,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Spinatnockerlin Rahmsauce(ACG),german,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,"Schweinsbratenmit Sauerkraut, Serviettenknödel und Thymianjus(ACGMLO)",german,Glashaus,4,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Erdäpfel-Lauch-Strudelmit Blattsalat und Joghurt-Dip (ACGM),german,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Fisch & Chipsmit Erbsenpüree(ACDG),german,Glashaus,5,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Pumpkin Quichemit feta and leaf salad (ACGM),english,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Farfalle Bolognesemit Rucola and Grana (Agmlo),english,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Filled zucchinimit taboub (g),english,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,"Fascaled loaf stomp, thyme jus and roasted ontewates (ACG)",english,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Vegetable currymit basmati rice (lo),english,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Turkey schnitzel with potato salad and cranberries (ACGM),english,Glashaus,3,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Spinatnockerlin cream sauce (ACG),english,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,"Roast pork with sauerkraut, napkin dumplings and thymejus (acgmlo)",english,Glashaus,4,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Potlecot-leek-strudel with leaf salad and yogurt dip (ACGM),english,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Fisch & Chipsmit Erbsen puree (ACDG),english,Glashaus,5,https://www.dasglashaus.at/menues,14.90
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,1,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,2,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,3,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,4,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,5,https://www.facebook.com/dchotstuff,
