foodtype,menu,language,location,day,source,price
Meaty,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Potato cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Potato cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Spring roll |Asian vegetable ice cream |Teriyakisauce a, f, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Swein goulash |Spirals |SauerRahm a, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Swein goulash |Spirals |SauerRahm a, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,XXX,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Greek oven vegetables |Herb rice |Tzatziki g, l",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,XXX,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,XXX,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Veggie,Mexikanische Bohnen-Reis-Suppe mit Avocado,german,Library,1,https://lia.coffee,10.50
Veggie,"Mexican Rice-Bean Soup with Avocado (A)VEGGIE€ 10,50",english,Library,1,https://lia.coffee,10.50
Meat,Mexikanische Hühner-Reis-Suppe mit Avocado,german,Library,1,https://lia.coffee,10.50
Meat,"Mexican Chicken-Rice Soup with Avocado (A)MEAT€ 10,50",english,Library,1,https://lia.coffee,10.50
Veggie,"Falafel-Couscous-Bowl: Salat, Tzatziki, griechischer Salat und Ziegenkäse",german,Library,2,https://lia.coffee,10.50
Veggie,"Falafel Couscous Bowl: Lettuce, Tzatziki, Greek Salad and Goat Cheese (AG)VEGGIE€ 10,50",english,Library,2,https://lia.coffee,10.50
Meat,"Hühner-Couscous-Bowl: Salat, Tzatziki, griechischer Salat und Ziegenkäse",german,Library,2,https://lia.coffee,10.50
Meat,"Chicken Couscous Bowl: Lettuce, Tzatziki, Greek Salad and Goat Cheese (AG)MEAT€ 10,50",english,Library,2,https://lia.coffee,10.50
Veggie,Tofu-Gemüse-Wok mit Reis,german,Library,3,https://lia.coffee,10.50
Veggie,"Tofu Wok Veggies with Rice  (ADFLN)VEGGIE€ 10,50",english,Library,3,https://lia.coffee,10.50
Veggie,Hühner-Gemüse-Wok mit Reis,german,Library,3,https://lia.coffee,10.50
Veggie,"Chicken Wok-Veggies with Rice (ADFLN)MEAT€ 10,50",english,Library,3,https://lia.coffee,10.50
Veggie,"Gemüselaibchen mit Soße, Käse-Gratin und grünen Bohnen",german,Library,4,https://lia.coffee,10.50
Veggie,"Vegetable Frikadelle and Gravy, Cheese Gratin and Green Beans (ACFG)VEGGIE€ 10,50",english,Library,4,https://lia.coffee,10.50
Meat,"Faschierte Laibchen vom Rind mit Soße, Käse-Gratin und grünen Bohnen",german,Library,4,https://lia.coffee,10.50
Meat,"Beef Frikadelle and Gravy, Cheese Gratin and Green Beans (ACG)MEAT€ 10,50",english,Library,4,https://lia.coffee,10.50
Veggie,Kücheninspiration:Das heutige Menü wird vom Koch spontan zusammengestellt,german,Library,5,https://lia.coffee,10.50
Veggie,"Kitchen Inspiration: today´s menu will be crafted spontaneously by the cook of the day.VEGGIE€ 10,50MEAT€ 10,50",english,Library,5,https://lia.coffee,10.50
Soup,Paradeis-Krautsuppe,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Hausgröstl mit Spiegelei,german,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
M2,Arancini mit lauwarmer Paradeissauce und Pesto Veggie,german,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
Soup,Miso Suppe,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Teriyaki Ente mit Jasminreis und asiatischem Gurkensalat,german,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
M2,Spinat-ravioli in Käsesauce,german,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
Soup,,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,Grillteller mit Wedges,german,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
M2,Linseneintopf mit Bulgur Vegan,german,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
Soup,,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Red Thai Chicken mit Bulgur,german,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
M2,Chili Sin Carne mit Weißbrot u Vegan,german,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
Soup,,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Paradeisrisotto mit Riesengarmelen,german,Finn,5,https://finn.wien/collections/mittagsmenu,11.5
M2,Tofu Wok mit Jasminreis Arın Veggie,german,Finn,5,https://finn.wien/collections/mittagsmenu,10.5
Soup,Parade ice sheet soup,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Hausgröstl with fried egg,english,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
M2,Arancini with lukewarm parade sauce and pesto veggie,english,Finn,1,https://finn.wien/collections/mittagsmenu,10.5
Soup,Miso soup,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Teriyaki duck with jasmine rice and Asian cucumber salad,english,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
M2,Spinach ravioli in cheese sauce,english,Finn,2,https://finn.wien/collections/mittagsmenu,10.5
Soup,,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,Grill plate with wedges,english,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
M2,Lentil stew with Bulgur vegan,english,Finn,3,https://finn.wien/collections/mittagsmenu,10.5
Soup,,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Red Thai Chicken with Bulgur,english,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
M2,Chili sin carne with white bread and vegan,english,Finn,4,https://finn.wien/collections/mittagsmenu,10.5
Soup,,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Paradeisrisotto with giant garmels,english,Finn,5,https://finn.wien/collections/mittagsmenu,11.5
M2,Tofu Wok with jasmine rice arın veggie,english,Finn,5,https://finn.wien/collections/mittagsmenu,10.5
Vegetarisch,Gebackener Karfiolmit Blattsalat und Sauce Tartare(ACGLO),german,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Putengeschnetzeltesmit Basmati Reis(GLO),german,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gnocchian Pilzrahmsauce (AGLO),german,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Spare Ribsmit Wedges und BBQ Sauce (ALO),german,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Tomaten Risottomit Grana und Rucola (GMLO)Cordon Bleumit Pommes und Preiselbeeren (ACG),german,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Eierschwammerl-Erdäpfel-Strudelmit Salat und Joghurt-Dip (ACGLO)Faschierte Laibchenmit Erdäpfelpüree und Jus (ACGLO),german,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Schakschukamit pochiertem Ei und Schwarzbrot (ACLO)Gebackenes Seelachsfiletmit Erdäpfel-Mayo-Salat (ACDGMLO),german,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Baked carfiolm with leaf salad and sauce tartare (aclo),english,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Turkey sliced with Basmati Reis (GLO),english,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gnocchian mushroom cream sauce (AGLO),english,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Spare ribs with Wedges and BBQ sauce (alo),english,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Tomato risottomit grana and arugula (GMLO) Cordon Bleumit fries and cranberries (ACG),english,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Egg-sponge-pawn-strudel lettuce and yogurt-dip (aclo) fascinated loaf with potato puree and jus (aclo),english,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Vegetarisch,Schakschukamit poached egg and black bread (ACLO) baked pacified fillet with potatoes mayo salad (acdgmlo),english,Glashaus,5,https://www.dasglashaus.at/menues,13.90
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,1,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,2,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,3,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,4,https://www.facebook.com/dchotstuff,
,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",,Das Campus Hot Stuff,5,https://www.facebook.com/dchotstuff,
