foodtype,menu,language,location,day,source,price
Bowls & Co,,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Bao Buns Pulled Pork or Planted Pulled BBQ A, F, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Potato cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Potato cream soup a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Vegetarian spring roll |Fried rice |Asia Salad A, C, F, G, L, N",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Pork cream goulash |Nockerl |SauerRahm a, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Pork cream goulash |Nockerl |SauerRahm a, c, g, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,"Cafeteria burger |French fries beef or planted 'crispy chicken style' a, g",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,Indian vegetables Jalfrezi with tofu |Basmatizreis,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Global & Grill,Food Waste Day,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Veggie,"Mexikanische Veggie- Bowl: Schwarze Bohnen, Fajitas, Reis, Salat, Salsa und Guacamole ",german,Library,1,https://lia.coffee,10.00
Meat,"Chicken Burrito: Geschmortes Huhn, schwarze Bohnen, Fajitas, Reis, Salat, Salsa und Guacamole ",german,Library,1,https://lia.coffee,10.00
Veggie,"Pilzgulasch mit Dampfkartoffeln, grünen Bohnen und gemischtem Salat ",german,Library,2,https://lia.coffee,10.00
Meat,"Rindergulasch mit Dampfkartoffeln, grünen Bohnen und gemischtem Salat ",german,Library,2,https://lia.coffee,10.00
Veggie,Tofu-Gemüsepfanne mit Chow Mein und dein Beilagen Dessert ,german,Library,3,https://lia.coffee,10.00
Meat,Rindfleisch-Brokkoli-Pfanne mit Chow Mein und dein Beilagen Dessert ,german,Library,3,https://lia.coffee,10.00
Veggie,"Griechischer Bowl: Gegrilltes Zucchini, Kichererbsen, Quinoa, Tzatziki und Griechischer Salat",german,Library,4,https://lia.coffee,10.00
Meat,"Griechischer Bowl: Gegrillte Putenbrust, Kichererbsen, Quinoa, Tzatziki und Griechischer Salat ",german,Library,4,https://lia.coffee,10.00
Veggie,Louisiana-Kreolischer Auflauf: Pilz-Jambalaya mit einem grünem Salat,german,Library,5,https://lia.coffee,10.00
Meat,Louisiana-Kreolischer Auflauf: Jambalaya mit Garnelen und Wurst und einem grünem Salat ,german,Library,5,https://lia.coffee,10.00
Veggie,"Mexican veggie bowl: Black beans, fajitas, rice, salad, salsa and guacamole (A, G)VEGGIE",english,Library,1,https://lia.coffee,10.00
Meat,"Chicken burrito: Braised chicken, black beans, fajitas, rice, salad, salsa and guacamole(A, G)MEAT",english,Library,1,https://lia.coffee,10.00
Veggie,"Mushroom goulash with steamed potatoes, green beans and mixed salad (A, G)VEGGIE",english,Library,2,https://lia.coffee,10.00
Meat,"Beef goulash with steamed potatoes, green beans and mixed salad  (A, G)MEAT",english,Library,2,https://lia.coffee,10.00
Veggie,"Tofu vegetable pan with chow mein and your side dessert (A, B, C, D, F, N)VEGGIE",english,Library,3,https://lia.coffee,10.00
Meat,"Beef and broccoli stir-fry with chow mein and your side dessert (A, B, C, D, F, N)MEAT",english,Library,3,https://lia.coffee,10.00
Veggie," Greek Bowl: Grilled zucchini, chickpeas, quinoa, tzatziki and Greek salad (A, G)VEGGIE",english,Library,4,https://lia.coffee,10.00
Meat,"Greek Bowl: Grilled turkey breast, chickpeas, quinoa, tzatziki and Greek salad (A, G)MEAT",english,Library,4,https://lia.coffee,10.00
Veggie," Louisiana Creole Casserole: Mushroom jambalaya with a green salad (A, C, G)VEGGIE",english,Library,5,https://lia.coffee,10.00
Meat,"Louisiana Creole Casserole: Jambalaya with shrimp and sausage and a green salad (A, C, G)MEAT",english,Library,5,https://lia.coffee,10.00
M1,Paprikahendl mit ButternockerlIn und Sauerrahm,german,Finn,1,https://finn.wien/collections/mittagsmenu,13.5
M1,Paprikahendl mit ButternockerlIn und Sauerrahm,german,Finn,2,https://finn.wien/collections/mittagsmenu,13.5
M1,Paprikahendl mit ButternockerlIn und Sauerrahm,german,Finn,3,https://finn.wien/collections/mittagsmenu,13.5
M1,Paprikahendl mit ButternockerlIn und Sauerrahm,german,Finn,4,https://finn.wien/collections/mittagsmenu,13.5
M1,Paprikahendl mit ButternockerlIn und Sauerrahm,german,Finn,5,https://finn.wien/collections/mittagsmenu,13.5
Soup,P|kante Bohnen-Gemusesuppe,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,Lasagne mit Paradeissauce,german,Finn,1,https://finn.wien/collections/mittagsmenu,11.9
M3,Pasta All'arrabbiata mit Parmesan und Basilikum Veggie,german,Finn,1,https://finn.wien/collections/mittagsmenu,9.9
Soup,Karotlencremesuppe,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M2,Huhnerscp,german,Finn,2,https://finn.wien/collections/mittagsmenu,11.9
M3,Quinoa-grunkohlstrudel mit Salzerdäpfeln und Schnittlauchsauce,german,Finn,2,https://finn.wien/collections/mittagsmenu,
Soup,Broccollcremesuppe,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M2,Faschierter Braten mit Erdäpfelpüree und Bratensaft,german,Finn,3,https://finn.wien/collections/mittagsmenu,11.9
M3,Kasnudel mit Nussbutter und Frische Minze Veggie,german,Finn,3,https://finn.wien/collections/mittagsmenu,
Soup,Karf,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M2,Chili Chicken Wings mit Pommes und Bbq Sauce,german,Finn,4,https://finn.wien/collections/mittagsmenu,11.9
M3,Linsen-gemüseeintopf mit Semmelknödel Veggie,german,Finn,4,https://finn.wien/collections/mittagsmenu,9.9
Soup,Lauchsuppe,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M2,Thai Chili Garnelen mit Jasminreis,german,Finn,5,https://finn.wien/collections/mittagsmenu,12.5
M3,Gnocchi mit Paradeissauce und Parmesan Veggie,german,Finn,5,https://finn.wien/collections/mittagsmenu,9.9
M4,Gebratenes Huhnerfleisch mit schwarzer Pfeffersauce und Reis,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M4,Gebratenes Huhnerfleisch mit schwarzer Pfeffersauce und Reis,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M4,Gebratenes Huhnerfleisch mit schwarzer Pfeffersauce und Reis,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M4,Gebratenes Huhnerfleisch mit schwarzer Pfeffersauce und Reis,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M4,Gebratenes Huhnerfleisch mit schwarzer Pfeffersauce und Reis,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,5,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Hühner Gyoza mit Reis und Salat,german,Finn,1,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,Hühner Gyoza mit Reis und Salat,german,Finn,2,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,Hühner Gyoza mit Reis und Salat,german,Finn,3,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,Hühner Gyoza mit Reis und Salat,german,Finn,4,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,Hühner Gyoza mit Reis und Salat,german,Finn,5,https://finn.wien/collections/mittagsmenu,5.9
M1,Paprikaendl with Butternockerlin and sour cream,english,Finn,1,https://finn.wien/collections/mittagsmenu,13.5
M1,Paprikaendl with Butternockerlin and sour cream,english,Finn,2,https://finn.wien/collections/mittagsmenu,13.5
M1,Paprikaendl with Butternockerlin and sour cream,english,Finn,3,https://finn.wien/collections/mittagsmenu,13.5
M1,Paprikaendl with Butternockerlin and sour cream,english,Finn,4,https://finn.wien/collections/mittagsmenu,13.5
M1,Paprikaendl with Butternockerlin and sour cream,english,Finn,5,https://finn.wien/collections/mittagsmenu,13.5
Soup,P | Cante bean-gray soup,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,Lasagna with a parade sauce sauce,english,Finn,1,https://finn.wien/collections/mittagsmenu,11.9
M3,Pasta All'Arrabbiata with Parmesan and basil veggie,english,Finn,1,https://finn.wien/collections/mittagsmenu,9.9
Soup,Carotle cream soup,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M2,Chickenerscp,english,Finn,2,https://finn.wien/collections/mittagsmenu,11.9
M3,Quinoa grunkboolle whirlpool with salt craps and chives sauce,english,Finn,2,https://finn.wien/collections/mittagsmenu,
Soup,Broccolicremes soup,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M2,Fashionable roast with potato puree and gravy juice,english,Finn,3,https://finn.wien/collections/mittagsmenu,11.9
M3,Kasnudel with nut butter and fresh mint veggie,english,Finn,3,https://finn.wien/collections/mittagsmenu,
Soup,Car,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M2,Chili Chicken Wings with fries and BBQ sauce,english,Finn,4,https://finn.wien/collections/mittagsmenu,11.9
M3,Linsen vegetable stew with bread dumplings veggie,english,Finn,4,https://finn.wien/collections/mittagsmenu,9.9
Soup,Leek soup,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M2,Thai chili shrimp with jasmine rice,english,Finn,5,https://finn.wien/collections/mittagsmenu,12.5
M3,Gnocchi with parade ice sauce and parmesan veggie,english,Finn,5,https://finn.wien/collections/mittagsmenu,9.9
M4,Fried chicken meat with black pepper sauce and rice,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M4,Fried chicken meat with black pepper sauce and rice,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M4,Fried chicken meat with black pepper sauce and rice,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M4,Fried chicken meat with black pepper sauce and rice,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M4,Fried chicken meat with black pepper sauce and rice,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,5,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Chickens Gyoza with rice and salad,english,Finn,1,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,Chickens Gyoza with rice and salad,english,Finn,2,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,Chickens Gyoza with rice and salad,english,Finn,3,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,Chickens Gyoza with rice and salad,english,Finn,4,https://finn.wien/collections/mittagsmenu,5.9
ASIA BOX TO GO,Chickens Gyoza with rice and salad,english,Finn,5,https://finn.wien/collections/mittagsmenu,5.9
Vegetarisch,Gnocchi alla Norma(AGLO),german,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Hühnergeschnetzeltesmit Basmati Reis(GLO),german,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Linsen Dalmit Naan (AGLO),german,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Schweinsbratenmit Serviettenknödel und Sauerkraut (ACGMLO),german,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Schwammerlgulaschmit Serviettenknödel(ACGLO),german,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Cordon Bleumit Pommes und Preiselbeeren (ACGLO),german,Glashaus,3,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Pennein Zucchini-Ricotta-Sauce (AGLO),german,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Tiroler Gröstlmit Spiegelei (C),german,Glashaus,4,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Eiernockerlmit grünem Salat(ACGMLO),german,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Gebratenes Seelachsfiletmit Spinat und Salzerdäpfel (DGL),german,Glashaus,5,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Gnocchi alla norma (aglo),english,Glashaus,1,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Chicken sliced ​​with Basmati Reis (Glo),english,Glashaus,1,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Linsen Dalmit Naan (Aglo),english,Glashaus,2,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Roast pork with napkin dumplings and sauerkraut (acgmlo),english,Glashaus,2,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Mushroom goulash with napkin dumplings (aclo),english,Glashaus,3,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Cordon Bleumit French fries and cranberries (Aclo),english,Glashaus,3,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Penne Zucchini-Ricotta sauce (Aglio),english,Glashaus,4,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Tyrolean Gröstl with fried egg (C),english,Glashaus,4,https://www.dasglashaus.at/menues,14.90
Vegetarisch,Eggnock with green salad (aclo),english,Glashaus,5,https://www.dasglashaus.at/menues,13.90
Fisch & Fleisch,Fried pollachers fillet with spinach and salzeric apples (DGL),english,Glashaus,5,https://www.dasglashaus.at/menues,14.90
N/A,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",N/A,Das Campus Hot Stuff,1,https://www.facebook.com/dchotstuff,N/A
N/A,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",N/A,Das Campus Hot Stuff,2,https://www.facebook.com/dchotstuff,N/A
N/A,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",N/A,Das Campus Hot Stuff,3,https://www.facebook.com/dchotstuff,N/A
N/A,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",N/A,Das Campus Hot Stuff,4,https://www.facebook.com/dchotstuff,N/A
N/A,"Das Campus Hot Stuff only posts their lunch options on Facebook, so please follow the link to your right if you want to access their menu.",N/A,Das Campus Hot Stuff,5,https://www.facebook.com/dchotstuff,N/A
