foodtype,menu,language,location,day,source,price
Tagesuppe,"Klare Gemüsesuppe | Einlage A,C,G,L",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Klare Gemüsesuppe | Einlage A,C,G,L",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Gemüserisotto | Schmortomaten | Rucola L,O",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Gebackener Seelachs | Petersil-Erdäpfel | Sc. Tartare A,C,D,G,M",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Gebackener Seelachs | Petersil-Erdäpfel | Sc. Tartare A,C,D,G,M",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Hausgemachte Pasta (A) Hausgemachte Gnocchi (A,C,G) wahlweise Tomatensauce oder Pesto Rinder Bolognese Aufpreis",german,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,According to the daylike,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Macaroni cheese casserole |Tomato sauce (veggie) a, c, g, l",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Meaty,Fried chicken fillet |Ratatouille |Rice L,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
,Fried chicken fillet |Ratatouille |Rice L,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,,english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,1,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Vegetable cream soup a, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Vegetable cream soup a, l",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Oriental Bulgur Vegetable Pan A, E, L",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Semmelknödel A, C, G, L, M",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
,"Semmelknödel A, C, G, L, M",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,2,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Zucchini potato goulash |Wachauer A, L",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
,"Baked chicken schnitzel |Petersil potato A, C, G",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Bowls & Co closed on Wednesday!,english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,3,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Tomato soup A, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Tomato soup A, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Pasta con pepperoncini |Garlic, paprika sauce |Rucola A, L",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Schinkenfleckerl |Chives (pig) a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
,"Schinkenfleckerl |Chives (pig) a, l",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,4,https://www.wumensa.at/menuplan-deutsch,
Tagesuppe,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Soup Deal,"Clear vegetable soup |Inlay A, C, G, L",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Powered by plants 100% plant based or Veggie,"Vegetable Serisotto |Braise tomatoes |Rucola L, O",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Meaty,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
,"Baked salmon |Petersil Erdäpfel |Sc.Tartare A, C, D, G, M",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pizza & Co,Pizza Margherita Pizza Speciale,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Bowls & Co,Pizza Margherita Pizza Speciale,english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Pasta & Co,"Homemade pasta (a) homemade gnocchi (a, c, g) optionally tomato sauce or pesto cattle bolognese surcharge",english,Mensa,5,https://www.wumensa.at/menuplan-deutsch,
Veggie,"Bohnen-Chimichanga mit rotem Reis, gebackenen Bohnen, Salat, Salsa und Guacamole ",german,Library,1,https://lia.coffee,10.00
Meat,"Chimichanga mit Hackfleisch, rotem Reis, gebackenen Bohnen, Salat, Salsa und Guacamole ",german,Library,1,https://lia.coffee,10.00
Veggie,"Linsen-Frikadellen mit Pilzrahmsauce, Gnocchi, sautierten grünen Bohnen und einem frischen Kräutersalat  ",german,Library,2,https://lia.coffee,10.00
Meat,"Schweinfilets mit Pilzrahmsauce, Gnocchi, sautierten grünen Bohnen und einem frischen Kräutersalat ",german,Library,2,https://lia.coffee,10.00
Veggie,"Tofu- und Zwiebelpfanne mit Gemüse-Reis, gedünstetem Brokkoli und einer Gemüse-Frühlingsrolle ",german,Library,3,https://lia.coffee,10.00
Meat,"Rindfleisch- und Zwiebelpfanne mit Gemüse-Reis, gedünstetem Brokkoli und einer Gemüse-Frühlingsrolle ",german,Library,3,https://lia.coffee,10.00
Veggie,"Palak Paneer: Spinat-Masala-Curry mit Käse, Basmati-Reis, Naan-Brot und einem Obstsalat",german,Library,4,https://lia.coffee,10.00
Meat,"Palak Gosht: Spinat-Masala-Curry mit Rindfleisch, Basmati-Reis, Naan-Brot und einem Obstsalat ",german,Library,4,https://lia.coffee,10.00
Veggie,"Zucchini im englischen Bier-Backteig mit Pommes, Tartar-Sauce und Tomatensalat",german,Library,5,https://lia.coffee,10.00
Meat,"Fisch im englischen Bier-Backteig mit Pommes, Tartar-Sauce und Tomatensalat ",german,Library,5,https://lia.coffee,10.00
Veggie,"Bean chimichanga with red rice, baked beans, salad, salsa and guacamole (A, G)VEGGIE",english,Library,1,https://lia.coffee,10.00
Meat,"Chimichanga with minced meat, red rice, baked beans, salad, salsa and guacamole (A, G)MEAT",english,Library,1,https://lia.coffee,10.00
Veggie,"Lentil meatballs with mushroom cream sauce, gnocchi, sautéed green beans and a fresh herb salad (A, C, G)VEGGIE",english,Library,2,https://lia.coffee,10.00
Meat,"Pork fillets with mushroom cream sauce, gnocchi, sautéed green beans and a fresh herb salad (A, C, G)MEAT",english,Library,2,https://lia.coffee,10.00
Veggie,"Tofu and onion pan with vegetable rice, steamed broccoli and a vegetable spring roll (A, B, C, D, F, N)VEGGIE",english,Library,3,https://lia.coffee,10.00
Meat,"Beef and onion stir-fry with vegetable rice, steamed broccoli and a vegetable spring roll (A, B, C, D, E, L, N)MEAT",english,Library,3,https://lia.coffee,10.00
Veggie," Palak Paneer: Spinach masala curry with cheese, basmati rice, naan bread and a fruit salad (A, G)VEGGIE",english,Library,4,https://lia.coffee,10.00
Meat,"Palak Gosht: Spinach masala curry with beef, basmati rice, naan bread and a fruit salad (A, G)MEAT",english,Library,4,https://lia.coffee,10.00
Veggie," Zucchini in English beer batter with fries, tartar sauce and tomato salad (A, C, G)VEGGIE",english,Library,5,https://lia.coffee,10.00
Meat,"Fish in English beer batter with fries, tartar sauce and tomato salad (A, C, D, G)MEAT",english,Library,5,https://lia.coffee,10.00
M1,Rindsgulasch dazu Semmelknödel,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Rindsgulasch dazu Semmelknödel,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Rindsgulasch dazu Semmelknödel,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,Rindsgulasch dazu Semmelknödel,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Rindsgulasch dazu Semmelknödel,german,Finn,5,https://finn.wien/collections/mittagsmenu,
Soup,Kohlrabicremesuppe,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,Putengeschnetzeltes mit Spätzle,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M3,Karntner Kasnudeln mit brauner Butter Veggie,german,Finn,1,https://finn.wien/collections/mittagsmenu,
Soup,Minestrone,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M2,Kalbsbutterschnitzel mit Erdäpfelpüree und Zwiebelsaft,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M3,Eingemachte Linsen dazu Semmelknödel und Kernöl Veggie,german,Finn,2,https://finn.wien/collections/mittagsmenu,
Soup,Grießnockerisuppe,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M2,Schweinsbraten dazu Erdäpfelknödel und Sauerkraut,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M3,Krautfleckerl Veggie,german,Finn,3,https://finn.wien/collections/mittagsmenu,
Soup,Zucchinicremesuppe,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M2,Grillhuhn dazu Erdäpfel und Gurkensalat,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M3,Melanzani,german,Finn,4,https://finn.wien/collections/mittagsmenu,
Soup,GemüseSsuppe,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M2,Garnelen Thai Curry mit Reis,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M3,Samosa Bowl mit Mango ChutneYy Vegan,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,1,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,2,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,3,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,4,https://finn.wien/collections/mittagsmenu,
M5,Lachs Bento,german,Finn,5,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Gebratener Reis mit Tofu,german,Finn,1,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Gebratener Reis mit Tofu,german,Finn,2,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Gebratener Reis mit Tofu,german,Finn,3,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Gebratener Reis mit Tofu,german,Finn,4,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Gebratener Reis mit Tofu,german,Finn,5,https://finn.wien/collections/mittagsmenu,
M1,Refrigid dumplings,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M1,Refrigid dumplings,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M1,Refrigid dumplings,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M1,Refrigid dumplings,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M1,Refrigid dumplings,english,Finn,5,https://finn.wien/collections/mittagsmenu,
Soup,Coal,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M2,Tighty -sliced ​​with spaetzle,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M3,Carinthian Kaspaseln with brown butter veggie,english,Finn,1,https://finn.wien/collections/mittagsmenu,
Soup,Minestrone,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M2,Veal butter schnitzel with potato puree and onion juice,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M3,Considered lentils for bread dumplings and nuclear oil veggie,english,Finn,2,https://finn.wien/collections/mittagsmenu,
Soup,Locker soup,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M2,Roast pork to this purpose potato dumplings and sauerkraut,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M3,Krautpleckerl veggie,english,Finn,3,https://finn.wien/collections/mittagsmenu,
Soup,Zucchini,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M2,Grill chicken to this potatoes and cucumber salad,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M3,Melanzani,english,Finn,4,https://finn.wien/collections/mittagsmenu,
Soup,Vegetable soup,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M2,Shrimp thai curry with rice,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M3,Samosa Bowl with Mango Chutney Vegan,english,Finn,5,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,1,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,2,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,3,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,4,https://finn.wien/collections/mittagsmenu,
M5,Salmon Bento,english,Finn,5,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Fried rice with tofu,english,Finn,1,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Fried rice with tofu,english,Finn,2,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Fried rice with tofu,english,Finn,3,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Fried rice with tofu,english,Finn,4,https://finn.wien/collections/mittagsmenu,
ASIA BOX TO GO,Fried rice with tofu,english,Finn,5,https://finn.wien/collections/mittagsmenu,
